Model Outputs
200
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
101,0,6.18063,1.38172,-9.30268,30.6755,9.95526,-4.4848,21.5287,-6.80321,-10.6118,6.62416,-5.2507,22.943,6.18063,-1.38172,9.30268,-0.5457,-3.23035,-18.6108,65.1332,-9.1224,-1.22186,-20.8819,-2.38583,8.24678
102,0,6.2475,1.37552,-9.05845,30.6521,9.81657,-4.7084,23.1575,-6.89045,-9.62987,6.58388,-4.94561,21.6739,6.2475,-1.37552,9.05845,0.918353,-3.6597,-18.088,67.9912,-8.90436,-0.906341,-19.9218,-2.10761,7.24147
103,0,6.36424,1.40344,-8.83709,30.68,9.72807,-4.99134,24.8748,-7.0056,-8.51938,6.76921,-4.61593,20.2763,6.36424,-1.40344,8.83709,2.45782,-4.13819,-17.6131,70.7487,-8.68098,-0.710582,-18.9583,-1.87771,6.40721
104,0,6.52977,1.46936,-8.64273,30.7539,9.69862,-5.3196,26.6576,-7.15287,-7.33036,7.17819,-4.27381,18.7982,6.52977,-1.46936,8.64273,4.07497,-4.66716,-17.1849,73.4003,-8.46086,-0.628396,-17.9909,-1.69566,5.74454
105,0,6.74019,1.5763,-8.47975,30.8582,9.73412,-5.68131,28.4639,-7.33225,-6.09229,7.78299,-3.92723,17.2733,6.74019,-1.5763,8.47975,5.76988,-5.2466,-16.802,75.9406,-8.25192,-0.657919,-17.0223,-1.56132,5.2545
106,0,6.99169,1.72629,-8.34976,30.9778,9.83604,-6.08131,30.2567,-7.54833,-4.85978,8.55948,-3.5919,15.7728,6.99169,-1.72629,8.34976,7.54211,-5.87619,-16.4571,78.3654,-8.05678,-0.793795,-16.0583,-1.47269,4.93077
107,0,7.279,1.91867,-8.25386,31.0974,10.0011,-6.53446,32.001,-7.80903,-3.67266,9.47936,-3.28123,14.3621,7.279,-1.91867,8.25386,9.38895,-6.5526,-16.1406,80.6697,-7.87517,-1.03124,-15.1037,-1.42747,4.76545
108,0,7.59608,2.15076,-8.19252,31.1947,10.2224,-7.0298,33.6567,-8.10708,-2.57701,10.5096,-3.00471,13.0909,7.59608,-2.15076,8.19252,11.3057,-7.27144,-15.8448,82.848,-7.70639,-1.36173,-14.1649,-1.42205,4.74563
109,0,7.93648,2.41745,-8.16431,31.2457,10.4886,-7.56738,35.1849,-8.43872,-1.57736,11.6177,-2.76474,11.9767,7.93648,-2.41745,8.16431,13.2862,-8.02606,-15.5597,84.8947,-7.54732,-1.7778,-13.248,-1.45302,4.85886
110,0,8.29283,2.71053,-8.16761,31.2319,10.7862,-8.15665,36.5588,-8.8079,-0.697241,12.78,-2.56953,11.0633,8.29283,-2.71053,8.16761,15.3216,-8.80648,-15.2775,86.803,-7.39422,-2.27195,-12.3567,-1.51645,5.09063
111,0,8.6573,3.01892,-8.20044,31.1304,11.0982,-8.7734,37.7528,-9.19824,0.0757385,13.9695,-2.41436,10.333,8.6573,-3.01892,8.20044,17.4003,-9.59936,-14.9917,88.5658,-7.24226,-2.83334,-11.4934,-1.60743,5.42279
112,0,9.02216,3.3296,-8.25859,30.9254,11.4069,-9.42234,38.7509,-9.61247,0.760204,15.1691,-2.29786,9.78247,9.02216,-3.3296,8.25859,19.5091,-10.3881,-14.6985,90.1735,-7.08787,-3.45209,-10.66,-1.7212,5.83758
113,0,9.37886,3.62874,-8.33681,30.6012,11.6938,-10.0687,39.545,-10.0283,1.36943,16.3606,-2.21323,9.38135,9.37886,-3.62874,8.33681,21.6324,-11.1539,-14.3957,91.6174,-6.92697,-4.11403,-9.85501,-1.85154,6.31205
114,0,9.71903,3.90293,-8.42875,30.1463,11.9423,-10.6956,40.1314,-10.4347,1.92617,17.5292,-2.15431,9.10155,9.71903,-3.90293,8.42875,23.754,-11.8772,-14.0833,92.8881,-6.75544,-4.80149,-9.07659,-1.9909,6.8183
115,0,10.0344,4.14014,-8.52573,29.5562,12.136,-11.2991,40.515,-10.8269,2.44219,18.6655,-2.11832,8.93039,10.0344,-4.14014,8.52573,25.8568,-12.5383,-13.7658,93.9763,-6.57368,-5.49663,-8.3224,-2.13181,7.32912
116,0,10.3171,4.33064,-8.61926,28.8278,12.2624,-11.8557,40.7047,-11.1878,2.91878,19.7597,-2.10087,8.84733,10.3171,-4.33064,8.61926,27.9234,-13.1191,-13.4418,94.873,-6.37487,-6.17675,-7.5897,-2.26555,7.81278
117,0,10.5622,4.4674,-8.69975,27.9635,12.3121,-12.3449,40.7116,-11.5,3.35005,20.802,-2.09838,8.83552,10.5622,-4.4674,8.69975,29.9406,-13.6052,-13.1219,95.5714,-6.16433,-6.82374,-6.87673,-2.38467,8.2426
118,0,10.7647,4.54622,-8.75797,26.9701,12.2788,-12.7664,40.5506,-11.7586,3.72571,21.7851,-2.11065,8.89392,10.7647,-4.54622,8.75797,31.8949,-13.9847,-12.8138,96.0662,-5.9449,-7.4211,-6.18175,-2.48246,8.59474
119,0,10.9236,4.56561,-8.7863,25.8591,12.1605,-13.1191,40.237,-11.958,4.03754,22.701,-2.1362,9.01544,10.9236,-4.56561,8.7863,33.7788,-14.2503,-12.5227,96.355,-5.71793,-7.96025,-5.50489,-2.55493,8.85525
120,0,11.0399,4.52512,-8.7776,24.6423,11.9574,-13.3939,39.7847,-12.0879,4.26771,23.5399,-2.17392,9.19471,11.0399,-4.52512,8.7776,35.5833,-14.3962,-12.2615,96.4333,-5.49239,-8.43719,-4.84831,-2.60006,9.0173
121,0,11.1166,4.42676,-8.72647,23.3344,11.6733,-13.594,39.2083,-12.1462,4.40626,24.2935,-2.22278,9.4267,11.1166,-4.42676,8.72647,37.3044,-14.4204,-12.0325,96.3007,-5.26862,-8.85526,-4.21425,-2.61837,9.083
122,0,11.1587,4.27272,-8.62911,21.9496,11.3135,-13.723,38.5183,-12.1322,4.44069,24.9509,-2.28269,9.71067,11.1587,-4.27272,8.62911,38.9382,-14.3225,-11.8432,95.956,-5.05253,-9.22277,-3.60557,-2.61288,9.06332
123,0,11.1727,4.06544,-8.48248,20.5017,10.8834,-13.7835,37.7239,-12.0441,4.36283,25.5007,-2.35284,10.0426,11.1727,-4.06544,8.48248,40.4851,-14.1035,-11.7061,95.4024,-4.85726,-9.56233,-3.02562,-2.59111,8.98519
124,0,11.1647,3.8087,-8.28503,19.0013,10.3907,-13.7833,36.8306,-11.8852,4.168,25.9304,-2.43312,10.4215,11.1647,-3.8087,8.28503,41.9398,-13.7655,-11.6182,94.6375,-4.68078,-9.88087,-2.47709,-2.55736,8.86397
125,0,11.1412,3.50641,-8.03529,17.4573,9.84231,-13.7313,35.8427,-11.6584,3.85633,26.227,-2.52314,10.8453,11.1412,-3.50641,8.03529,43.3023,-13.312,-11.5958,93.6654,-4.54297,-10.2006,-1.96043,-2.52052,8.73161
126,0,11.1074,3.16316,-7.73278,15.8748,9.24627,-13.639,34.7611,-11.369,3.43131,26.3761,-2.62293,11.3138,11.1074,-3.16316,7.73278,44.5676,-12.7473,-11.6304,92.4858,-4.43969,-10.5238,-1.47665,-2.48511,8.60425
127,0,11.0683,2.78461,-7.37758,14.2586,8.61133,-13.5196,33.5879,-11.0232,2.89624,26.3648,-2.73332,11.8301,11.0683,-2.78461,7.37758,45.7321,-12.0772,-11.731,91.101,-4.38624,-10.8583,-1.02426,-2.45743,8.50465
128,0,11.0274,2.37625,-6.96984,12.6117,7.94651,-13.3861,32.3252,-10.6281,2.25607,26.1795,-2.85514,12.3976,11.0274,-2.37625,6.96984,46.7896,-11.3077,-11.8876,89.5118,-4.37945,-11.1919,-0.600762,-2.43903,8.43844
129,0,10.9874,1.94507,-6.51095,10.9369,7.26245,-13.2509,30.9764,-10.1907,1.52124,25.8079,-2.98847,13.0158,10.9874,-1.94507,6.51095,47.7362,-10.4475,-12.1016,87.7224,-4.4289,-11.5197,-0.204899,-2.43352,8.41858
130,0,10.9496,1.49757,-6.00238,9.23729,6.57037,-13.1253,29.5474,-9.72023,0.689064,25.2399,-3.1361,13.6966,10.9496,-1.49757,6.00238,48.5654,-9.5051,-12.3627,85.7351,-4.53214,-11.8238,0.167153,-2.44138,8.44688
131,0,10.9156,1.04076,-5.447,7.51782,5.88181,-13.0218,28.0471,-9.22647,-0.230891,24.4661,-3.29894,14.443,10.9156,-1.04076,5.447,49.2738,-8.49081,-12.6716,83.5559,-4.69798,-12.0926,0.518959,-2.4647,8.53082
132,0,10.8851,0.581747,-4.84788,5.78288,5.20849,-12.9491,26.4859,-8.71856,-1.2386,23.4783,-3.4796,15.265,10.8851,-0.581747,4.84788,49.8546,-7.41541,-13.0098,81.1864,-4.91454,-12.3027,0.852016,-2.50193,8.66477
133,0,10.8581,0.126823,-4.20943,4.03851,4.56155,-12.9168,24.8764,-8.20776,-2.32653,22.2695,-3.67959,16.1674,10.8581,-0.126823,4.20943,50.3048,-6.2907,-13.3682,78.6336,-5.1787,-12.4515,1.16965,-2.55689,8.86229
134,0,10.8334,-0.317452,-3.53657,2.29132,3.95174,-12.9339,23.2336,-7.70469,-3.48756,20.8327,-3.90077,17.1557,10.8334,0.317452,3.53657,50.6198,-5.12978,-13.7337,75.904,-5.48047,-12.5209,1.4771,-2.62841,9.11902
135,0,10.8099,-0.745306,-2.83546,0.549235,3.3884,-13.008,21.5743,-7.21954,-4.70915,19.1617,-4.14375,18.2291,10.8099,0.745306,2.83546,50.7944,-3.94632,-14.0928,73.0009,-5.80729,-12.5035,1.7768,-2.71741,9.43797
136,0,10.7865,-1.15188,-2.11243,-1.17876,2.87885,-13.1455,19.9163,-6.76127,-5.98087,17.2516,-4.40949,19.3877,10.7865,1.15188,2.11243,50.8263,-2.75502,-14.4274,69.9333,-6.13945,-12.3997,2.07587,-2.82543,9.82425
137,0,10.7614,-1.53292,-1.37523,-2.88354,2.42889,-13.351,18.2798,-6.33784,-7.28297,15.0978,-4.69625,20.6192,10.7614,1.53292,1.37523,50.7171,-1.57222,-14.7371,66.7157,-6.47205,-12.2388,2.38082,-2.96204,10.3114
138,0,10.7335,-1.88538,-0.630328,-4.55414,2.04124,-13.6293,16.6856,-5.95471,-8.59568,12.7002,-5.00167,21.9088,10.7335,1.88538,0.630328,50.4663,-0.413049,-15.001,63.361,-6.77767,-12.0251,2.70323,-3.12717,10.8982
139,0,10.7017,-2.20721,0.114997,-6.17828,1.71659,-13.9827,15.1575,-5.61633,-9.90067,10.0621,-5.32245,23.238,10.7017,2.20721,-0.114997,50.0774,0.706875,-15.2093,59.8884,-7.03743,-11.7746,3.04834,-3.32238,11.5887
140,0,10.6653,-2.49692,0.853848,-7.74288,1.45371,-14.4112,13.7203,-5.32528,-11.1743,7.19476,-5.65232,24.5771,10.6653,2.49692,-0.853848,49.5577,1.77127,-15.3737,56.323,-7.24941,-11.5118,3.4342,-3.55434,12.4047
141,0,10.6247,-2.75472,1.58009,-9.23306,1.24773,-14.914,12.4009,-5.08213,-12.3982,4.11744,-5.98487,25.898,10.6247,2.75472,-1.58009,48.9141,2.76753,-15.48,52.687,-7.3874,-11.2532,3.86555,-3.82132,13.3373
142,0,10.5789,-2.98073,2.28777,-10.6345,1.09385,-15.4893,11.2274,-4.88905,-13.5516,0.860519,-6.312,27.1684,10.5789,2.98073,-2.28777,48.1585,3.68404,-15.5355,49.0113,-7.44588,-11.0407,4.35089,-4.13082,14.4092
143,0,10.5287,-3.17701,2.97232,-11.9327,0.983654,-16.1292,10.2281,-4.74496,-14.6165,-2.53352,-6.62373,28.3521,10.5287,3.17701,-2.97232,47.3049,4.51379,-15.5389,45.3316,-7.41195,-10.8652,4.90071,-4.47265,15.5807
144,0,10.4768,-3.34444,3.62916,-13.1106,0.910127,-16.8292,9.43244,-4.65276,-15.5712,-6.00788,-6.91036,29.417,10.4768,3.34444,-3.62916,46.3714,5.25277,-15.4987,41.6774,-7.28561,-10.7632,5.5107,-4.85043,16.8593
145,0,10.4187,-3.48524,4.25457,-14.1611,0.865052,-17.5767,8.86664,-4.61451,-16.4034,-9.49583,-7.16367,30.3395,10.4187,3.48524,-4.25457,45.3712,5.90193,-15.4139,38.0854,-7.06493,-10.7454,6.17606,-5.25731,18.2166
146,0,10.3584,-3.6012,4.84561,-15.0697,0.839498,-18.3619,8.55626,-4.63277,-17.0952,-12.9193,-7.37638,31.1005,10.3584,3.6012,-4.84561,44.3254,6.46609,-15.2837,34.5891,-6.7543,-10.8132,6.89135,-5.68316,19.6139
147,0,10.2922,-3.69414,5.39995,-15.8331,0.825669,-19.1701,8.52278,-4.71084,-17.634,-16.1943,-7.54391,31.6912,10.2922,3.69414,-5.39995,43.2512,6.95317,-15.1059,31.2238,-6.36563,-10.973,7.6423,-6.11864,21.0172
148,0,10.2224,-3.76626,5.91542,-16.4445,0.815107,-19.9866,8.78244,-4.85222,-18.0126,-19.2401,-7.66598,32.1168,10.2224,3.76626,-5.91542,42.1701,7.3723,-14.873,28.0163,-5.91173,-11.2499,8.40517,-6.55983,22.4113
149,0,10.1416,-3.81853,6.39118,-16.9106,0.802142,-20.797,9.34638,-5.05847,-18.2231,-21.9818,-7.74335,32.3845,10.1416,3.81853,-6.39118,41.0966,7.73244,-14.591,25.0033,-5.41994,-11.6409,9.16743,-6.99973,23.7728
150,0,10.0538,-3.85104,6.82595,-17.2299,0.781074,-21.5862,10.2194,-5.33013,-18.2677,-24.3605,-7.78081,32.5135,10.0538,3.85104,-6.82595,40.0507,8.04119,-14.2477,22.203,-4.90657,-12.1515,9.90126,-7.43091,25.0791
151,0,9.95244,-3.86623,7.21993,-17.4145,0.746513,-22.3435,11.4004,-5.66555,-18.1482,-26.3318,-7.78293,32.5208,9.95244,3.86623,-7.21993,39.0438,8.30706,-13.8452,19.646,-4.3979,-12.7637,10.5945,-7.84419,26.3044
152,0,9.83585,-3.85992,7.57191,-17.4735,0.699685,-23.0543,12.8831,-6.06097,-17.8732,-27.8712,-7.75361,32.4199,9.83585,3.85992,-7.57191,38.0856,8.53124,-13.3796,17.3438,-3.9131,-13.4705,11.224,-8.23556,27.4403
153,0,9.69983,-3.83668,7.88349,-17.4224,0.635902,-23.7129,14.6541,-6.51046,-17.4554,-28.9746,-7.69601,32.2209,9.69983,3.83668,-7.88349,37.1837,8.72195,-12.8593,15.3148,-3.47366,-14.2599,11.78,-8.60414,28.4881
154,0,9.54168,-3.79537,8.15354,-17.2749,0.556096,-24.3106,16.6965,-7.00626,-16.9065,-29.6549,-7.60993,31.9219,9.54168,3.79537,-8.15354,36.3402,8.87996,-12.2772,13.5684,-3.09013,-15.1066,12.2498,-8.94069,29.4262
155,0,9.36149,-3.73333,8.38211,-17.0434,0.463636,-24.8421,18.989,-7.53895,-16.2406,-29.938,-7.49401,31.5161,9.36149,3.73333,-8.38211,35.5596,9.00461,-11.6385,12.1117,-2.77315,-15.984,12.6272,-9.2407,30.2474
156,0,9.1572,-3.65092,8.56919,-16.7417,0.360403,-25.3042,21.5078,-8.09802,-15.4734,-29.8643,-7.34496,30.9889,9.1572,3.65092,-8.56919,34.8377,9.09555,-10.937,10.9423,-2.52251,-16.868,12.8978,-9.49596,30.9349
157,0,8.92848,-3.55012,8.71488,-16.3815,0.247106,-25.6969,24.2276,-8.67312,-14.6239,-29.4853,-7.16054,30.3282,8.92848,3.55012,-8.71488,34.1769,9.15308,-10.1966,10.0696,-2.34262,-17.7213,13.0632,-9.70337,31.4861
158,0,8.67873,-3.43068,8.81953,-15.9694,0.126685,-26.0172,27.1217,-9.25177,-13.7081,-28.8543,-6.9375,29.5167,8.67873,3.43068,-8.81953,33.5737,9.1746,-9.42351,9.47652,-2.22409,-18.5366,13.1107,-9.86548,31.9121
159,0,8.41244,-3.29143,8.88467,-15.5089,0.00388546,-26.2663,30.1642,-9.82409,-12.7477,-28.0288,-6.67592,28.5476,8.41244,3.29143,-8.88467,33.029,9.15708,-8.62348,9.16323,-2.15685,-19.2686,13.036,-9.96839,32.1805
160,0,8.12927,-3.13755,8.91106,-15.0076,-0.122169,-26.4429,33.3287,-10.3778,-11.7636,-27.0641,-6.37706,27.4177,8.12927,3.13755,-8.91106,32.5332,9.10114,-7.81858,9.10944,-2.12823,-19.91,12.8291,-10.0184,32.3104
161,0,7.84073,-2.96759,8.9012,-14.4578,-0.247794,-26.5487,36.5916,-10.9026,-10.7795,-26.0109,-6.04547,26.1356,7.84073,2.96759,-8.9012,32.0957,9.00409,-7.03538,9.3095,-2.12711,-20.4292,12.4937,-10.014,32.2988
162,0,7.55372,-2.78416,8.85806,-13.8567,-0.372012,-26.584,39.9278,-11.388,-9.82098,-24.9142,-5.68793,24.72,7.55372,2.78416,-8.85806,31.7142,8.86692,-6.27893,9.74128,-2.13751,-20.8273,12.0257,-9.95758,32.1523
163,0,7.27688,-2.59083,8.78491,-13.1974,-0.495729,-26.5522,43.3156,-11.8249,-8.91402,-23.8095,-5.31277,23.1983,7.27688,2.59083,-8.78491,31.3897,8.69207,-5.57135,10.3883,-2.14728,-21.0687,11.4292,-9.8427,31.8525
164,0,7.02116,-2.39089,8.686,-12.4703,-0.619699,-26.4564,46.7329,-12.2049,-8.08141,-22.723,-4.92905,21.6043,7.02116,2.39089,-8.686,31.1284,8.48344,-4.93397,11.2329,-2.14797,-21.1429,10.7199,-9.6733,31.4066
165,0,6.79374,-2.18863,8.56594,-11.6686,-0.745365,-26.3031,50.1591,-12.5228,-7.34753,-21.6741,-4.54651,19.9786,6.79374,2.18863,-8.56594,30.9323,8.24626,-4.37717,12.2608,-2.13205,-21.0284,9.92633,-9.44511,30.7988
166,0,6.60522,-1.9887,8.42932,-10.7819,-0.875459,-26.0971,53.5748,-12.7739,-6.73021,-20.6709,-4.1741,18.3622,6.60522,1.9887,-8.42932,30.81,7.98748,-3.90214,13.4575,-2.09394,-20.731,9.08599,-9.16182,30.0328
167,0,6.46419,-1.79652,8.2813,-9.80153,-1.01385,-25.8475,56.9612,-12.9574,-6.24767,-19.7194,-3.82088,16.8,6.46419,1.79652,-8.2813,30.7663,7.71561,-3.5285,14.8104,-2.03539,-20.2106,8.24934,-8.81817,29.0867
168,0,6.37819,-1.6173,8.12821,-8.71861,-1.1648,-25.564,60.3017,-13.0742,-5.91184,-18.8189,-3.49421,15.3312,6.37819,1.6173,-8.12821,30.8085,7.44068,-3.24993,16.3079,-1.95762,-19.4778,7.47147,-8.42072,27.9693
169,0,6.35209,-1.45701,7.97608,-7.52715,-1.33358,-25.255,63.582,-13.1272,-5.73182,-17.9642,-3.20078,13.9937,6.35209,1.45701,-7.97608,30.9412,7.17406,-3.06028,17.9438,-1.86448,-18.512,6.80894,-7.96561,26.6593
170,0,6.38992,-1.32184,7.83079,-6.22026,-1.52689,-24.9332,66.7897,-13.1247,-5.71385,-17.151,-2.94642,12.8211,6.38992,1.32184,-7.83079,31.1637,6.92788,-2.94718,19.7042,-1.76032,-17.3062,6.31034,-7.45332,25.1462
171,0,6.49285,-1.21734,7.69858,-4.79413,-1.75141,-24.6051,69.9142,-13.0711,-5.85889,-16.3725,-2.73508,11.8383,6.49285,1.21734,-7.69858,31.4731,6.71425,-2.90398,21.5733,-1.65385,-15.8773,6.00722,-6.89439,23.4494
172,0,6.66006,-1.14921,7.58407,-3.24603,-2.01461,-24.278,72.9476,-12.9755,-6.16301,-15.6215,-2.56978,11.0644,6.66006,1.14921,-7.58407,31.8653,6.5454,-2.93711,23.5377,-1.56101,-14.2296,5.92004,-6.29708,21.5844
173,0,6.88921,-1.12335,7.49114,-1.57433,-2.32445,-23.9554,75.8836,-12.8454,-6.61415,-14.8903,-2.45095,10.5056,6.88921,1.12335,-7.49114,32.326,6.43284,-3.03601,25.5685,-1.49148,-12.3947,6.04998,-5.67137,19.5756
174,0,7.17523,-1.14301,7.42269,0.219092,-2.68572,-23.6391,78.7154,-12.6898,-7.20049,-14.1729,-2.37891,10.1657,7.17523,1.14301,-7.42269,32.8348,6.38389,-3.20883,27.6273,-1.4618,-10.4273,6.37861,-5.03781,17.487
175,0,7.51107,-1.21113,7.38022,2.12936,-3.10243,-23.3262,81.4372,-12.5151,-7.90184,-13.4634,-2.35143,10.0359,7.51107,1.21113,-7.38022,33.3688,6.40436,-3.46934,29.6818,-1.49209,-8.38066,6.89282,-4.4146,15.3827
176,0,7.88792,-1.32797,7.36449,4.14879,-3.575,-23.0122,84.0428,-12.3274,-8.69576,-12.7547,-2.36544,10.1021,7.88792,1.32797,-7.36449,33.8968,6.49447,-3.8264,31.6834,-1.59645,-6.32269,7.56007,-3.82155,13.3382
177,0,8.29485,-1.4908,7.37507,6.2653,-4.10023,-22.6909,86.5241,-12.131,-9.5594,-12.0426,-2.41714,10.3462,8.29485,1.4908,-7.37507,34.3848,6.64967,-4.27452,33.5875,-1.77967,-4.33201,8.35218,-3.27683,11.4279
178,0,8.71944,-1.69482,7.41075,8.46324,-4.67148,-22.3571,88.8723,-11.9315,-10.4677,-11.3208,-2.50184,10.7452,8.71944,1.69482,-7.41075,34.7984,6.86032,-4.82586,35.352,-2.05126,-2.47461,9.23886,-2.79931,9.73093
179,0,9.14825,-1.93206,7.46922,10.7239,-5.27823,-22.0048,91.0776,-11.7314,-11.3989,-10.583,-2.61459,11.2747,9.14825,1.93206,-7.46922,35.106,7.11212,-5.4847,36.9425,-2.41472,-0.812465,10.195,-2.40539,8.31725
180,0,9.56858,-2.19134,7.54653,13.0278,-5.90529,-21.6286,93.1288,-11.5323,-12.3309,-9.82378,-2.74978,11.9069,9.56858,2.19134,-7.54653,35.2747,7.38546,-6.22632,38.3237,-2.85181,0.617499,11.193,-2.09984,7.2133
181,0,9.968,-2.45975,7.63818,15.3542,-6.53527,-21.2269,95.0152,-11.3365,-13.2457,-9.03621,-2.90224,12.6163,9.968,2.45975,-7.63818,35.2838,7.65931,-7.04883,39.4804,-3.35728,1.79321,12.2137,-1.88963,6.45051
182,0,10.3368,-2.72361,7.73796,17.6844,-7.14909,-20.8002,96.7258,-11.1453,-14.1228,-8.21596,-3.06523,13.3703,10.3368,2.72361,-7.73796,35.119,7.91201,-7.93239,40.4036,-3.91328,2.70904,13.2426,-1.77424,6.03078
183,0,10.6667,-2.96901,7.83939,20.0001,-7.72709,-20.352,98.2507,-10.9605,-14.9495,-7.35703,-3.2334,14.1432,10.6667,2.96901,-7.83939,34.7693,8.1237,-8.83474,41.0886,-4.48715,3.38109,14.2631,-1.74331,5.91813
184,0,10.9512,-3.18429,7.93423,22.2846,-8.2509,-19.8896,99.58,-10.7854,-15.7119,-6.45683,-3.39997,14.9035,10.9512,3.18429,-7.93423,34.2356,8.27675,-9.74788,41.5451,-5.06635,3.84009,15.2681,-1.78882,6.08385
185,0,11.1862,-3.36,8.01461,24.5222,-8.70479,-19.4202,100.705,-10.6216,-16.4011,-5.51443,-3.55937,15.6259,11.1862,3.36,-8.01461,33.5251,8.35878,-10.6497,41.7884,-5.63089,4.11662,16.2508,-1.89881,6.48388
186,0,11.3693,-3.48925,8.07167,26.7001,-9.07483,-18.9525,101.62,-10.4717,-17.01,-4.53016,-3.70547,16.2836,11.3693,3.48925,-8.07167,32.6452,8.36031,-11.5016,41.8334,-6.14722,4.25484,17.2032,-2.05329,7.04463
187,0,11.501,-3.56833,8.09741,28.8086,-9.35161,-18.4999,102.321,-10.3427,-17.535,-3.50613,-3.83294,16.8538,11.501,3.56833,-8.09741,31.6116,8.27672,-12.2976,41.7013,-6.60399,4.29868,18.1157,-2.23725,7.7105
188,0,11.5826,-3.59595,8.08554,30.8391,-9.52882,-18.0641,102.806,-10.23,-17.9735,-2.44904,-3.93748,17.3187,11.5826,3.59595,-8.08554,30.4395,8.10811,-13.0164,41.4122,-6.98089,4.28954,18.9792,-2.43217,8.41371
189,0,11.6184,-3.57458,8.03077,32.7857,-9.6055,-17.6629,103.073,-10.1458,-18.3263,-1.36689,-4.01513,17.6625,11.6184,3.57458,-8.03077,29.1462,7.85894,-13.6432,40.9856,-7.26128,4.25759,19.78,-2.62271,9.09859
190,0,11.6134,-3.50665,7.92953,34.6461,-9.58215,-17.2976,103.127,-10.0873,-18.6004,-0.2707,-4.06497,17.8825,11.6134,3.50665,-7.92953,27.7505,7.53567,-14.18,40.4412,-7.44293,4.22593,20.5049,-2.79831,9.72735
191,0,11.5726,-3.39734,7.77971,36.4156,-9.46248,-16.9801,102.969,-10.0628,-18.7969,0.826485,-4.08516,17.9715,11.5726,3.39734,-7.77971,26.2673,7.14829,-14.6094,39.7942,-7.51158,4.19763,21.1368,-2.94971,10.2675
192,0,11.5018,-3.25132,7.58074,38.091,-9.25111,-16.7113,102.602,-10.0706,-18.9218,1.90986,-4.07661,17.9338,11.5018,3.25132,-7.58074,24.7121,6.70754,-14.9373,39.0586,-7.47212,4.1643,21.6614,-3.076,10.7166
193,0,11.406,-3.0736,7.33233,39.6674,-8.95303,-16.4968,102.028,-10.1149,-18.9784,2.9635,-4.04063,17.7752,11.406,3.0736,-7.33233,23.0965,6.2239,-15.1655,38.2434,-7.32669,4.10736,22.0648,-3.17891,11.0815
194,0,11.29,-2.86883,7.03492,41.1405,-8.57316,-16.3304,101.248,-10.1896,-18.9692,3.97224,-3.97972,17.5059,11.29,2.86883,-7.03492,21.4305,5.70836,-15.3002,37.3551,-7.08347,3.99309,22.3346,-3.26607,11.3899
195,0,11.1586,-2.64171,6.68938,42.5078,-8.11713,-16.2137,100.266,-10.2972,-18.9007,4.92103,-3.89792,17.1431,11.1586,2.64171,-6.68938,19.7227,5.17141,-15.3539,36.3974,-6.75428,3.78644,22.4601,-3.3477,11.6781
196,0,11.0155,-2.39585,6.29548,43.7626,-7.5886,-16.1372,99.0827,-10.4299,-18.7683,5.79842,-3.79799,16.6978,11.0155,2.39585,-6.29548,17.9781,4.62207,-15.3397,35.3698,-6.35152,3.44868,22.4303,-3.43594,11.9889
197,0,10.8648,-2.13499,5.85373,44.9041,-6.99116,-16.0925,97.7009,-10.5832,-18.5824,6.59416,-3.68629,16.1975,10.8648,2.13499,-5.85373,16.2025,4.07022,-15.2735,34.272,-5.89045,2.94401,22.2366,-3.5433,12.366
198,0,10.7088,-1.86228,5.36424,45.9253,-6.32756,-16.0647,96.1188,-10.7446,-18.3352,7.30052,-3.56526,15.6526,10.7088,1.86228,-5.36424,14.3982,3.52441,-15.1732,33.1017,-5.38653,2.24394,21.8688,-3.68158,12.8501
199,0,10.5502,-1.58034,4.8282,46.8238,-5.60054,-16.0418,94.3388,-10.9054,-18.0336,7.91494,-3.4405,15.0877,10.5502,1.58034,-4.8282,12.5692,2.99265,-15.057,31.8586,-4.85537,1.32944,21.3174,-3.86095,13.4752
200,0,10.3908,-1.29301,4.24713,47.5963,-4.81333,-15.9995,92.362,-11.0463,-17.6765,8.43606,-3.31509,14.5167,10.3908,1.29301,-4.24713,10.7182,2.48409,-14.9427,30.5433,-4.31234,0.191561,20.5721,-4.08941,14.2664
201,0,10.2319,-1.00254,3.62358,48.2421,-3.9692,-15.927,90.1931,-11.1593,-17.2756,8.86747,-3.19385,13.9619,10.2319,1.00254,-3.62358,8.84849,2.0064,-14.8463,29.1584,-3.77262,-1.16799,19.6225,-4.37263,15.2393
202,0,10.0741,-0.711949,2.96084,48.7588,-3.07229,-15.8071,87.8346,-11.2317,-16.8352,9.21153,-3.07961,13.4366,10.0741,0.711949,-2.96084,6.96405,1.56662,-14.7871,27.7101,-3.25122,-2.73123,18.4563,-4.71339,16.3975
